id,obligation_id,title,jurisdiction_level,jurisdiction,state,county,city,category,date,frequency,notes,sources,created_at,updated_at
9860,mi-macomb-clinton-property-tax,Property Tax Payment - Clinton,municipal,Clinton,MI,Macomb,Clinton,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Clinton, Macomb County, MI.",{},2025-09-30 15:56:03.239233,2025-09-30 15:56:03.239233
9861,mi-macomb-shelby-business-license,Business License Renewal - Shelby,municipal,Shelby,MI,Macomb,Shelby,Business License,2025-12-31,Annual,"Annual business license renewal for Shelby, Macomb County, MI.",{},2025-09-30 15:56:03.239233,2025-09-30 15:56:03.239233
9862,mi-macomb-shelby-property-tax,Property Tax Payment - Shelby,municipal,Shelby,MI,Macomb,Shelby,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Shelby, Macomb County, MI.",{},2025-09-30 15:56:03.239233,2025-09-30 15:56:03.239233
9863,mi-macomb-chesterfield-business-license,Business License Renewal - Chesterfield,municipal,Chesterfield,MI,Macomb,Chesterfield,Business License,2025-12-31,Annual,"Annual business license renewal for Chesterfield, Macomb County, MI.",{},2025-09-30 15:56:03.239233,2025-09-30 15:56:03.239233
9864,mi-macomb-chesterfield-property-tax,Property Tax Payment - Chesterfield,municipal,Chesterfield,MI,Macomb,Chesterfield,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Chesterfield, Macomb County, MI.",{},2025-09-30 15:56:03.239233,2025-09-30 15:56:03.239233
9865,mi-kent-grand-rapids-business-license,Business License Renewal - Grand Rapids,municipal,Grand Rapids,MI,Kent,Grand Rapids,Business License,2025-12-31,Annual,"Annual business license renewal for Grand Rapids, Kent County, MI.",{},2025-09-30 15:56:03.239233,2025-09-30 15:56:03.239233
9866,mi-kent-grand-rapids-property-tax,Property Tax Payment - Grand Rapids,municipal,Grand Rapids,MI,Kent,Grand Rapids,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Grand Rapids, Kent County, MI.",{},2025-09-30 15:56:03.239233,2025-09-30 15:56:03.239233
9867,mi-kent-wyoming-business-license,Business License Renewal - Wyoming,municipal,Wyoming,MI,Kent,Wyoming,Business License,2025-12-31,Annual,"Annual business license renewal for Wyoming, Kent County, MI.",{},2025-09-30 15:56:03.239233,2025-09-30 15:56:03.239233
9868,mi-kent-wyoming-property-tax,Property Tax Payment - Wyoming,municipal,Wyoming,MI,Kent,Wyoming,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Wyoming, Kent County, MI.",{},2025-09-30 15:56:03.239233,2025-09-30 15:56:03.239233
9869,mi-kent-kentwood-business-license,Business License Renewal - Kentwood,municipal,Kentwood,MI,Kent,Kentwood,Business License,2025-12-31,Annual,"Annual business license renewal for Kentwood, Kent County, MI.",{},2025-09-30 15:56:03.239233,2025-09-30 15:56:03.239233
9870,mi-kent-kentwood-property-tax,Property Tax Payment - Kentwood,municipal,Kentwood,MI,Kent,Kentwood,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Kentwood, Kent County, MI.",{},2025-09-30 15:56:03.239233,2025-09-30 15:56:03.239233
9871,mi-kent-walker-business-license,Business License Renewal - Walker,municipal,Walker,MI,Kent,Walker,Business License,2025-12-31,Annual,"Annual business license renewal for Walker, Kent County, MI.",{},2025-09-30 15:56:03.239233,2025-09-30 15:56:03.239233
9872,mi-kent-walker-property-tax,Property Tax Payment - Walker,municipal,Walker,MI,Kent,Walker,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Walker, Kent County, MI.",{},2025-09-30 15:56:03.239233,2025-09-30 15:56:03.239233
9873,mi-kent-grandville-business-license,Business License Renewal - Grandville,municipal,Grandville,MI,Kent,Grandville,Business License,2025-12-31,Annual,"Annual business license renewal for Grandville, Kent County, MI.",{},2025-09-30 15:56:03.239233,2025-09-30 15:56:03.239233
9874,mi-kent-grandville-property-tax,Property Tax Payment - Grandville,municipal,Grandville,MI,Kent,Grandville,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Grandville, Kent County, MI.",{},2025-09-30 15:56:03.239233,2025-09-30 15:56:03.239233
10725,mn-hennepin-minneapolis-business-license,Business License Renewal - Minneapolis,municipal,Minneapolis,MN,Hennepin,Minneapolis,Business License,2025-12-31,Annual,"Annual business license renewal for Minneapolis, Hennepin County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10726,mn-hennepin-minneapolis-property-tax,Property Tax Payment - Minneapolis,municipal,Minneapolis,MN,Hennepin,Minneapolis,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Minneapolis, Hennepin County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10727,mn-hennepin-bloomington-business-license,Business License Renewal - Bloomington,municipal,Bloomington,MN,Hennepin,Bloomington,Business License,2025-12-31,Annual,"Annual business license renewal for Bloomington, Hennepin County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10728,mn-hennepin-bloomington-property-tax,Property Tax Payment - Bloomington,municipal,Bloomington,MN,Hennepin,Bloomington,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Bloomington, Hennepin County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10729,mn-hennepin-brooklyn-park-business-license,Business License Renewal - Brooklyn Park,municipal,Brooklyn Park,MN,Hennepin,Brooklyn Park,Business License,2025-12-31,Annual,"Annual business license renewal for Brooklyn Park, Hennepin County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10730,mn-hennepin-brooklyn-park-property-tax,Property Tax Payment - Brooklyn Park,municipal,Brooklyn Park,MN,Hennepin,Brooklyn Park,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Brooklyn Park, Hennepin County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10731,mn-hennepin-plymouth-business-license,Business License Renewal - Plymouth,municipal,Plymouth,MN,Hennepin,Plymouth,Business License,2025-12-31,Annual,"Annual business license renewal for Plymouth, Hennepin County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10732,mn-hennepin-plymouth-property-tax,Property Tax Payment - Plymouth,municipal,Plymouth,MN,Hennepin,Plymouth,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Plymouth, Hennepin County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10733,mn-hennepin-eden-prairie-business-license,Business License Renewal - Eden Prairie,municipal,Eden Prairie,MN,Hennepin,Eden Prairie,Business License,2025-12-31,Annual,"Annual business license renewal for Eden Prairie, Hennepin County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10734,mn-hennepin-eden-prairie-property-tax,Property Tax Payment - Eden Prairie,municipal,Eden Prairie,MN,Hennepin,Eden Prairie,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Eden Prairie, Hennepin County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10735,mn-ramsey-saint-paul-business-license,Business License Renewal - Saint Paul,municipal,Saint Paul,MN,Ramsey,Saint Paul,Business License,2025-12-31,Annual,"Annual business license renewal for Saint Paul, Ramsey County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10736,mn-ramsey-saint-paul-property-tax,Property Tax Payment - Saint Paul,municipal,Saint Paul,MN,Ramsey,Saint Paul,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Saint Paul, Ramsey County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10737,mn-ramsey-roseville-business-license,Business License Renewal - Roseville,municipal,Roseville,MN,Ramsey,Roseville,Business License,2025-12-31,Annual,"Annual business license renewal for Roseville, Ramsey County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10738,mn-ramsey-roseville-property-tax,Property Tax Payment - Roseville,municipal,Roseville,MN,Ramsey,Roseville,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Roseville, Ramsey County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10739,mn-ramsey-maplewood-business-license,Business License Renewal - Maplewood,municipal,Maplewood,MN,Ramsey,Maplewood,Business License,2025-12-31,Annual,"Annual business license renewal for Maplewood, Ramsey County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10740,mn-ramsey-maplewood-property-tax,Property Tax Payment - Maplewood,municipal,Maplewood,MN,Ramsey,Maplewood,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Maplewood, Ramsey County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10741,mn-ramsey-white-bear-lake-business-license,Business License Renewal - White Bear Lake,municipal,White Bear Lake,MN,Ramsey,White Bear Lake,Business License,2025-12-31,Annual,"Annual business license renewal for White Bear Lake, Ramsey County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10742,mn-ramsey-white-bear-lake-property-tax,Property Tax Payment - White Bear Lake,municipal,White Bear Lake,MN,Ramsey,White Bear Lake,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in White Bear Lake, Ramsey County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10743,mn-dakota-burnsville-business-license,Business License Renewal - Burnsville,municipal,Burnsville,MN,Dakota,Burnsville,Business License,2025-12-31,Annual,"Annual business license renewal for Burnsville, Dakota County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10744,mn-dakota-burnsville-property-tax,Property Tax Payment - Burnsville,municipal,Burnsville,MN,Dakota,Burnsville,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Burnsville, Dakota County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10745,mn-dakota-eagan-business-license,Business License Renewal - Eagan,municipal,Eagan,MN,Dakota,Eagan,Business License,2025-12-31,Annual,"Annual business license renewal for Eagan, Dakota County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10746,mn-dakota-eagan-property-tax,Property Tax Payment - Eagan,municipal,Eagan,MN,Dakota,Eagan,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Eagan, Dakota County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10747,mn-dakota-apple-valley-business-license,Business License Renewal - Apple Valley,municipal,Apple Valley,MN,Dakota,Apple Valley,Business License,2025-12-31,Annual,"Annual business license renewal for Apple Valley, Dakota County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10748,mn-dakota-apple-valley-property-tax,Property Tax Payment - Apple Valley,municipal,Apple Valley,MN,Dakota,Apple Valley,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Apple Valley, Dakota County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10749,mn-dakota-lakeville-business-license,Business License Renewal - Lakeville,municipal,Lakeville,MN,Dakota,Lakeville,Business License,2025-12-31,Annual,"Annual business license renewal for Lakeville, Dakota County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10750,mn-dakota-lakeville-property-tax,Property Tax Payment - Lakeville,municipal,Lakeville,MN,Dakota,Lakeville,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Lakeville, Dakota County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10751,mn-dakota-farmington-business-license,Business License Renewal - Farmington,municipal,Farmington,MN,Dakota,Farmington,Business License,2025-12-31,Annual,"Annual business license renewal for Farmington, Dakota County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10752,mn-dakota-farmington-property-tax,Property Tax Payment - Farmington,municipal,Farmington,MN,Dakota,Farmington,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Farmington, Dakota County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10753,mn-anoka-coon-rapids-business-license,Business License Renewal - Coon Rapids,municipal,Coon Rapids,MN,Anoka,Coon Rapids,Business License,2025-12-31,Annual,"Annual business license renewal for Coon Rapids, Anoka County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10754,mn-anoka-coon-rapids-property-tax,Property Tax Payment - Coon Rapids,municipal,Coon Rapids,MN,Anoka,Coon Rapids,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Coon Rapids, Anoka County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10755,mn-anoka-blaine-business-license,Business License Renewal - Blaine,municipal,Blaine,MN,Anoka,Blaine,Business License,2025-12-31,Annual,"Annual business license renewal for Blaine, Anoka County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10756,mn-anoka-blaine-property-tax,Property Tax Payment - Blaine,municipal,Blaine,MN,Anoka,Blaine,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Blaine, Anoka County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10757,mn-anoka-andover-business-license,Business License Renewal - Andover,municipal,Andover,MN,Anoka,Andover,Business License,2025-12-31,Annual,"Annual business license renewal for Andover, Anoka County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10761,mn-anoka-columbia-heights-business-license,Business License Renewal - Columbia Heights,municipal,Columbia Heights,MN,Anoka,Columbia Heights,Business License,2025-12-31,Annual,"Annual business license renewal for Columbia Heights, Anoka County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10762,mn-anoka-columbia-heights-property-tax,Property Tax Payment - Columbia Heights,municipal,Columbia Heights,MN,Anoka,Columbia Heights,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Columbia Heights, Anoka County, MN.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10763,ms-hinds-jackson-business-license,Business License Renewal - Jackson,municipal,Jackson,MS,Hinds,Jackson,Business License,2025-12-31,Annual,"Annual business license renewal for Jackson, Hinds County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10764,ms-hinds-jackson-property-tax,Property Tax Payment - Jackson,municipal,Jackson,MS,Hinds,Jackson,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Jackson, Hinds County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10765,ms-hinds-clinton-business-license,Business License Renewal - Clinton,municipal,Clinton,MS,Hinds,Clinton,Business License,2025-12-31,Annual,"Annual business license renewal for Clinton, Hinds County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10766,ms-hinds-clinton-property-tax,Property Tax Payment - Clinton,municipal,Clinton,MS,Hinds,Clinton,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Clinton, Hinds County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10767,ms-hinds-raymond-business-license,Business License Renewal - Raymond,municipal,Raymond,MS,Hinds,Raymond,Business License,2025-12-31,Annual,"Annual business license renewal for Raymond, Hinds County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10768,ms-hinds-raymond-property-tax,Property Tax Payment - Raymond,municipal,Raymond,MS,Hinds,Raymond,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Raymond, Hinds County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10769,ms-hinds-terry-business-license,Business License Renewal - Terry,municipal,Terry,MS,Hinds,Terry,Business License,2025-12-31,Annual,"Annual business license renewal for Terry, Hinds County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10770,ms-hinds-terry-property-tax,Property Tax Payment - Terry,municipal,Terry,MS,Hinds,Terry,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Terry, Hinds County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10771,ms-harrison-gulfport-business-license,Business License Renewal - Gulfport,municipal,Gulfport,MS,Harrison,Gulfport,Business License,2025-12-31,Annual,"Annual business license renewal for Gulfport, Harrison County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10772,ms-harrison-gulfport-property-tax,Property Tax Payment - Gulfport,municipal,Gulfport,MS,Harrison,Gulfport,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Gulfport, Harrison County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10773,ms-harrison-biloxi-business-license,Business License Renewal - Biloxi,municipal,Biloxi,MS,Harrison,Biloxi,Business License,2025-12-31,Annual,"Annual business license renewal for Biloxi, Harrison County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10774,ms-harrison-biloxi-property-tax,Property Tax Payment - Biloxi,municipal,Biloxi,MS,Harrison,Biloxi,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Biloxi, Harrison County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10775,ms-harrison-diberville-business-license,Business License Renewal - D'Iberville,municipal,D'Iberville,MS,Harrison,D'Iberville,Business License,2025-12-31,Annual,"Annual business license renewal for D'Iberville, Harrison County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10776,ms-harrison-diberville-property-tax,Property Tax Payment - D'Iberville,municipal,D'Iberville,MS,Harrison,D'Iberville,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in D'Iberville, Harrison County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10777,ms-harrison-long-beach-business-license,Business License Renewal - Long Beach,municipal,Long Beach,MS,Harrison,Long Beach,Business License,2025-12-31,Annual,"Annual business license renewal for Long Beach, Harrison County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10778,ms-harrison-long-beach-property-tax,Property Tax Payment - Long Beach,municipal,Long Beach,MS,Harrison,Long Beach,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Long Beach, Harrison County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10779,ms-desoto-southaven-business-license,Business License Renewal - Southaven,municipal,Southaven,MS,DeSoto,Southaven,Business License,2025-12-31,Annual,"Annual business license renewal for Southaven, DeSoto County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10780,ms-desoto-southaven-property-tax,Property Tax Payment - Southaven,municipal,Southaven,MS,DeSoto,Southaven,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Southaven, DeSoto County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10781,ms-desoto-olive-branch-business-license,Business License Renewal - Olive Branch,municipal,Olive Branch,MS,DeSoto,Olive Branch,Business License,2025-12-31,Annual,"Annual business license renewal for Olive Branch, DeSoto County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10782,ms-desoto-olive-branch-property-tax,Property Tax Payment - Olive Branch,municipal,Olive Branch,MS,DeSoto,Olive Branch,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Olive Branch, DeSoto County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10783,ms-desoto-horn-lake-business-license,Business License Renewal - Horn Lake,municipal,Horn Lake,MS,DeSoto,Horn Lake,Business License,2025-12-31,Annual,"Annual business license renewal for Horn Lake, DeSoto County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10784,ms-desoto-horn-lake-property-tax,Property Tax Payment - Horn Lake,municipal,Horn Lake,MS,DeSoto,Horn Lake,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Horn Lake, DeSoto County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10785,ms-desoto-hernando-business-license,Business License Renewal - Hernando,municipal,Hernando,MS,DeSoto,Hernando,Business License,2025-12-31,Annual,"Annual business license renewal for Hernando, DeSoto County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10786,ms-desoto-hernando-property-tax,Property Tax Payment - Hernando,municipal,Hernando,MS,DeSoto,Hernando,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Hernando, DeSoto County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10787,ms-forrest-hattiesburg-business-license,Business License Renewal - Hattiesburg,municipal,Hattiesburg,MS,Forrest,Hattiesburg,Business License,2025-12-31,Annual,"Annual business license renewal for Hattiesburg, Forrest County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10788,ms-forrest-hattiesburg-property-tax,Property Tax Payment - Hattiesburg,municipal,Hattiesburg,MS,Forrest,Hattiesburg,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Hattiesburg, Forrest County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10789,ms-forrest-petal-business-license,Business License Renewal - Petal,municipal,Petal,MS,Forrest,Petal,Business License,2025-12-31,Annual,"Annual business license renewal for Petal, Forrest County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10790,ms-forrest-petal-property-tax,Property Tax Payment - Petal,municipal,Petal,MS,Forrest,Petal,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Petal, Forrest County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10791,ms-forrest-sumrall-business-license,Business License Renewal - Sumrall,municipal,Sumrall,MS,Forrest,Sumrall,Business License,2025-12-31,Annual,"Annual business license renewal for Sumrall, Forrest County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10792,ms-forrest-sumrall-property-tax,Property Tax Payment - Sumrall,municipal,Sumrall,MS,Forrest,Sumrall,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Sumrall, Forrest County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10793,ms-forrest-brooklyn-business-license,Business License Renewal - Brooklyn,municipal,Brooklyn,MS,Forrest,Brooklyn,Business License,2025-12-31,Annual,"Annual business license renewal for Brooklyn, Forrest County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10794,ms-forrest-brooklyn-property-tax,Property Tax Payment - Brooklyn,municipal,Brooklyn,MS,Forrest,Brooklyn,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Brooklyn, Forrest County, MS.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10795,mo-jackson-kansas-city-business-license,Business License Renewal - Kansas City,municipal,Kansas City,MO,Jackson,Kansas City,Business License,2025-12-31,Annual,"Annual business license renewal for Kansas City, Jackson County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10796,mo-jackson-kansas-city-property-tax,Property Tax Payment - Kansas City,municipal,Kansas City,MO,Jackson,Kansas City,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Kansas City, Jackson County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10797,mo-jackson-independence-business-license,Business License Renewal - Independence,municipal,Independence,MO,Jackson,Independence,Business License,2025-12-31,Annual,"Annual business license renewal for Independence, Jackson County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10798,mo-jackson-independence-property-tax,Property Tax Payment - Independence,municipal,Independence,MO,Jackson,Independence,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Independence, Jackson County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10799,mo-jackson-lees-summit-business-license,Business License Renewal - Lee's Summit,municipal,Lee's Summit,MO,Jackson,Lee's Summit,Business License,2025-12-31,Annual,"Annual business license renewal for Lee's Summit, Jackson County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10800,mo-jackson-lees-summit-property-tax,Property Tax Payment - Lee's Summit,municipal,Lee's Summit,MO,Jackson,Lee's Summit,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Lee's Summit, Jackson County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10801,mo-jackson-blue-springs-business-license,Business License Renewal - Blue Springs,municipal,Blue Springs,MO,Jackson,Blue Springs,Business License,2025-12-31,Annual,"Annual business license renewal for Blue Springs, Jackson County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10802,mo-jackson-blue-springs-property-tax,Property Tax Payment - Blue Springs,municipal,Blue Springs,MO,Jackson,Blue Springs,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Blue Springs, Jackson County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10803,mo-jackson-raytown-business-license,Business License Renewal - Raytown,municipal,Raytown,MO,Jackson,Raytown,Business License,2025-12-31,Annual,"Annual business license renewal for Raytown, Jackson County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10804,mo-jackson-raytown-property-tax,Property Tax Payment - Raytown,municipal,Raytown,MO,Jackson,Raytown,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Raytown, Jackson County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10805,mo-st.-louis-saint-louis-business-license,Business License Renewal - Saint Louis,municipal,Saint Louis,MO,St. Louis,Saint Louis,Business License,2025-12-31,Annual,"Annual business license renewal for Saint Louis, St. Louis County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10806,mo-st.-louis-saint-louis-property-tax,Property Tax Payment - Saint Louis,municipal,Saint Louis,MO,St. Louis,Saint Louis,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Saint Louis, St. Louis County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10807,mo-st.-louis-florissant-business-license,Business License Renewal - Florissant,municipal,Florissant,MO,St. Louis,Florissant,Business License,2025-12-31,Annual,"Annual business license renewal for Florissant, St. Louis County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10808,mo-st.-louis-florissant-property-tax,Property Tax Payment - Florissant,municipal,Florissant,MO,St. Louis,Florissant,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Florissant, St. Louis County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10809,mo-st.-louis-university-city-business-license,Business License Renewal - University City,municipal,University City,MO,St. Louis,University City,Business License,2025-12-31,Annual,"Annual business license renewal for University City, St. Louis County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10810,mo-st.-louis-university-city-property-tax,Property Tax Payment - University City,municipal,University City,MO,St. Louis,University City,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in University City, St. Louis County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10811,mo-st.-louis-clayton-business-license,Business License Renewal - Clayton,municipal,Clayton,MO,St. Louis,Clayton,Business License,2025-12-31,Annual,"Annual business license renewal for Clayton, St. Louis County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10812,mo-st.-louis-clayton-property-tax,Property Tax Payment - Clayton,municipal,Clayton,MO,St. Louis,Clayton,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Clayton, St. Louis County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10813,mo-st.-louis-kirkwood-business-license,Business License Renewal - Kirkwood,municipal,Kirkwood,MO,St. Louis,Kirkwood,Business License,2025-12-31,Annual,"Annual business license renewal for Kirkwood, St. Louis County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
10814,mo-st.-louis-kirkwood-property-tax,Property Tax Payment - Kirkwood,municipal,Kirkwood,MO,St. Louis,Kirkwood,Property Tax,2025-03-31,Annual,"Annual property tax payment for properties in Kirkwood, St. Louis County, MO.",{},2025-09-30 15:59:01.703398,2025-09-30 15:59:01.703398
